is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Business Taxonomy,Education Business,Unified Twitter Taxonomy,Careers,Unified Twitter Taxonomy,Education,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Infrastructure in India,"[0.8403, 'Jammu', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.9627, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.9834, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6947, 'G-20', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.7434, 'G-20 Summit', 'Other']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political events,Unified Twitter Taxonomy,Indonesia politics,Unified Twitter Taxonomy,Indonesia political events,Unified Twitter Taxonomy,G20 Summit 2022,Person,Narendra Modi,"[0.9741, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6687, 'Advani Ji', 'Person']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.6539, 'Parkash Purab', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5734, 'Parkash Purab', 'Other']"
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Diwali,Person,Narendra Modi,"[0.7239, 'Dev Diwali', 'Other']"
False,Events [Entity Service],Diwali,Interests and Hobbies Category,Supernatural,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Supernatural,Unified Twitter Taxonomy,Events,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5301, 'Guru Purab', 'Person']"
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Diwali,Person,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Business Taxonomy,Publisher & News Business,Book Genre,Tamil Literature,Unified Twitter Taxonomy,Books,Unified Twitter Taxonomy,Arts & culture,Unified Twitter Taxonomy,Tamil Literature,Person,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.7683, 'Thiru Azha', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Interests and Hobbies Vertical,Society,Interests and Hobbies Category,Marriage,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.5905, 'Papa Ni Pari', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.9499, 'Gujarat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Interests and Hobbies Vertical,Family & relationships,Interests and Hobbies Vertical,Society,Interests and Hobbies Category,Weddings,Unified Twitter Taxonomy,Family & relationships,Unified Twitter Taxonomy,Weddings,Unified Twitter Taxonomy,Family,"[0.6366, 'Papa Ni Pari', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.9441, 'BJP', 'Organization']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Business Taxonomy,Gaming Business,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.6605, 'Kuno habitat', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.9747, 'Punjab', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8656, 'Sundar Nagar', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.806, 'Solan', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6934, 'Radha Soami Satsang Beas', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Events [Entity Service],Indian Independence Day,Unified Twitter Taxonomy,Indian Independence Day,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,
False,Interests and Hobbies,Financial Literacy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,International and domestic trade in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.626, 'Seema Darshan Project', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.9537, 'India', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.9505, 'Himachal Pradesh', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.7048, 'Radha Soami Satsang Beas', 'Other']"
False,Person,Yair Lapid,Politician,Yair Lapid,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.8205, 'India', 'Place']"
False,Person,Yair Lapid,Politician,Yair Lapid,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Person,Benjamin Netanyahu,Politician,Benjamin Netanyahu,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Benjamin Netanyahu,Unified Twitter Taxonomy,Political figures,Person,Narendra Modi,"[0.6679, 'Mazel Tov', 'Person']"
False,Person,Benjamin Netanyahu,Politician,Benjamin Netanyahu,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Benjamin Netanyahu,Unified Twitter Taxonomy,Political figures,Person,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.3569, 'Rozgar Mela', 'Person']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Political Corruption Worldwide,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Unified Twitter Taxonomy,Political Corruption Worldwide,Person,Narendra Modi,Politician,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Political Corruption Worldwide,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8377, 'Vigilance Awareness', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Business Taxonomy,Food & Beverage Business,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,Agriculture trading,Person,Narendra Modi,Politician,Narendra Modi,
False,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Travel & Transportation Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.6633, 'Northeast', 'Place']"
False,Events [Entity Service],Indian assembly elections,News Vertical,India politics,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,Indian assembly elections,Person,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.7718, 'Kashi', 'Place']"
False,Person,Pema Khandu,Politician,Pema Khandu,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Pema Khandu,Person,Narendra Modi,"[0.5392, 'Shri Jambey Tashi Ji', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.9739, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.7065, 'Gati Shakti', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.9668, 'India', 'Place']"
False,Unified Twitter Taxonomy,Science,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Business Taxonomy,Financial Services Business,Person,Narendra Modi,Politician,Narendra Modi,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Category,Investors and patents,Unified Twitter Taxonomy,Business & finance,
False,Business Taxonomy,Financial Services Business,Person,Narendra Modi,Politician,Narendra Modi,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies Category,Investors and patents,Unified Twitter Taxonomy,Business & finance,"[0.9561, 'InvestKarnataka2022', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.7874, 'Morbi', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.856, 'Rashtriya Ekta Diwas', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
