is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Taxes,News Vertical,US Political News,"[0.568, 'IRS', 'Organization']"
False,Sports Event,PSV Eindhoven vs Arsenal FC,Sport,Soccer,Sports League,International Clubs - Soccer,Sports League,UEFA Europa League,Events [Entity Service],PSV Eindhoven vs Arsenal FC,Soccer Match,PSV Eindhoven vs Arsenal FC,"[0.9579, 'Arsenal', 'Organization']"
False,Events [Entity Service],January 6 Committee Hearings,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Political Body,United States Secret Service,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Secret Service,"[0.4015, 'House', 'Other']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies,Mortgage,Interests and Hobbies,Mortgage Rates,Unified Twitter Taxonomy,Global Economy,"[0.9648, 'US', 'Place']"
False,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Inflation,Unified Twitter Taxonomy,Global Economy,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9417, 'European Central Bank', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9134, 'US', 'Place']"
False,Business Taxonomy,Publisher & News Business,States,Wisconsin,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9264, 'Darrell Brooks', 'Person']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.3555, 'Kyiv', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Barack Obama,Politician,Barack Obama,Brand Vertical,Entertainment,"[0.8986, 'Obama', 'Person']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies Vertical,Business & finance,Interests and Hobbies,Mortgage,Interests and Hobbies,Mortgage Rates,Unified Twitter Taxonomy,Global Economy,"[0.9723, 'US', 'Place']"
False,Person,Brittney Griner,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,Athlete,Brittney Griner,News Vertical,Russia national news,Unified Twitter Taxonomy,Basketball,"[0.564, 'US', 'Place']"
False,Person,King Charles,Person,Rishi Sunak,Events [Entity Service],2022 Conservative Party leadership election,Politician,King Charles,Politician,Rishi Sunak,Political Race,2022 Conservative Party leadership election,"[0.8911, 'King Charles III', 'Person']"
False,TV Shows,Will & Grace,TV Shows,Will & Grace,Person,Leslie Jordan,Business Taxonomy,Publisher & News Business,Actor,Leslie Jordan,Unified Twitter Taxonomy,Leslie Jordan,"[0.9797, 'Leslie Jordan', 'Person']"
False,Person,George Floyd,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.8363, 'Minneapolis', 'Place']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies Vertical,Business & finance,Entities [Entity Service],Technology,Interests and Hobbies Category,Telecom,News Vertical,China national news,"[0.6232, 'US Justice Department', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.6752, 'St. Louis school', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Supreme Court of the United States,Unified Twitter Taxonomy,US Political News,Person,Lindsey Graham,"[0.9036, 'Clarence Thomas', 'Person']"
False,Business Taxonomy,Publisher & News Business,States,Michigan,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Interests and Hobbies Vertical,Family and life stages,"[0.8673, 'Michigan', 'Place']"
False,Person,Rishi Sunak,Politician,Rishi Sunak,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.9805, 'Rishi Sunak', 'Person']"
False,TV Shows,English Premier League Soccer,TV Shows,Barclays Premier League Football,TV Shows,Barclays Premier League Soccer,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,News Vertical,US Political News,"[0.9816, 'Boris Johnson', 'Person']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.8073, 'Dallas hospital', 'Place']"
False,Business Taxonomy,Publisher & News Business,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.6917, 'Rochelle Walensky', 'Person']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Unified Twitter Taxonomy,EFL Championship,"[0.9654, 'Kherson', 'Place']"
False,Person,Joe Biden,Politician,Joe Biden,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.9688, 'Biden', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Lindsey Graham,Politician,Lindsey Graham,Brand Vertical,Entertainment,"[0.9621, 'Lindsey Graham', 'Person']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Interests and Hobbies Vertical,Business & finance,"[0.5922, 'Dow rose', 'Organization']"
False,Person,Donald Trump,Events [Entity Service],January 6 Committee Hearings,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,Political News,News Vertical,US Political News,"[0.9716, 'Donald Trump', 'Person']"
False,Entities [Entity Service],Aerospace,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Business Taxonomy,Technology Business,Brand,SpaceX,"[0.8654, 'White House', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Donald Trump,"[0.9389, 'Trump', 'Person']"
False,Sports Event,U.S. Open Tennis,Sports Event,US Open Tennis 2022,Events [Entity Service],U.S. Open Tennis,Events [Entity Service],US Open Tennis 2022,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,"[0.9864, 'Simona Halep', 'Person']"
False,Person,Imran Khan,Politician,Imran Khan,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,News Vertical,Pakistan national news,Unified Twitter Taxonomy,Politics,"[0.9486, 'Pakistan', 'Place']"
False,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Princeton University,Colleges & Universities,Princeton University,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9868, 'Princeton University', 'Organization']"
False,Events [Entity Service],2022 Conservative Party leadership election,Political Race,2022 Conservative Party leadership election,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.8902, 'UK', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9384, 'Trump', 'Person']"
False,Person,Suella Braverman,Politician,Suella Braverman,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.641, 'Britain', 'Place']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Unified Twitter Taxonomy,EFL Championship,"[0.97, 'Vladimir Putin', 'Person']"
False,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Inflation,News Vertical,UK national news,Unified Twitter Taxonomy,UK national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.852, 'UK', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.963, 'Paul Flores', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,News Vertical,Russia national news,News Vertical,England national news,"[0.8897, 'Trump', 'Person']"
False,Business Taxonomy,Publisher & News Business,States,Ohio,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9107, 'Ohio', 'Place']"
False,Person,Volodymyr Zelensky,Sports League,EFL Championship,Politician,Volodymyr Zelensky,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,"[0.9552, 'Ukraine', 'Place']"
False,Person,Joe Biden,Politician,Joe Biden,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,"[0.895, 'Biden', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Russia national news,Unified Twitter Taxonomy,Russia national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Political Body,United States Secret Service,Unified Twitter Taxonomy,Donald Trump,"[0.9715, 'Donald Trump', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Person,Steve Bannon,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9858, 'Steve Bannon', 'Person']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Unified Twitter Taxonomy,EFL Championship,
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.8789, 'California', 'Place']"
False,TV Shows,MLB Baseball,Person,Bruce Sutter,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,Athlete,Bruce Sutter,Sports Personality,Bruce Sutter,"[0.8486, 'Bruce Sutter', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,News Vertical,Russia national news,News Vertical,England national news,"[0.8354, 'Igor Danchenko', 'Person']"
False,Business Taxonomy,Entertainment & Leisure Business,Business Taxonomy,Publisher & News Business,Multimedia Franchise,Harry Potter,Unified Twitter Taxonomy,Entertainment,Unified Twitter Taxonomy,Harry Potter,Unified Twitter Taxonomy,Entertainment franchises,"[0.9092, 'Robbie Coltrane', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,Political News,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,"[0.931, 'Trump', 'Person']"
False,Person,Kwasi Kwarteng,Politician,Kwasi Kwarteng,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.8684, 'Kwasi Kwarteng', 'Person']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Retail industry,Brand Vertical,Entertainment,Entities [Entity Service],Grocery/Convenience - Retail,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,Kroger,"[0.7293, 'Kroger', 'Organization']"
False,Business Taxonomy,Publisher & News Business,States,North Carolina,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.8612, 'Raleigh', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Political News,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,"[0.8883, 'US', 'Place']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Business Taxonomy,Technology Business,Interests and Hobbies,Mergers & Acquisitions,Unified Twitter Taxonomy,Technology,Unified Twitter Taxonomy,Social media,"[0.971, 'Elon Musk', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9259, 'Trump', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.4588, 'Supreme Court', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9785, 'Donald Trump', 'Person']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.9866, 'Russia', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.4012, 'Jury', 'Other']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Mortgage Rates,Unified Twitter Taxonomy,Global Economy,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,
